epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.31105,1.69382,2.51244,1.60399,0.00333,1,0.4988,0.24906,1.58633,3.40853,1.97234,0,0,0
2,2.38865,1.68763,2.61978,1.747,0.00333,1,0.49886,0.25267,1.55504,3.52928,1.94612,1.34e-05,1.34e-05,1.34e-05
3,3.48736,1.75872,2.84045,1.75502,0.00333,1,0.49892,0.25465,1.49202,3.5682,1.9238,1.36e-05,1.36e-05,1.36e-05
